Issue Type,Story ID,Summary,Epic Name,Epic Link,Phase,Complexity,Story point estimate,Labels,Labels,Labels,Depends On,Description
Story,SPARK-SRCH-C03,SPARK-SRCH-C03 · Sample search family (searchSamples/byParentId/groupBy/requestedByUser),,Search → plm-elastic-search DGS migration,C,High,5,dgs-migration,search,query,SPARK-SRCH-A04,"**Covers:** `searchSamples`, `searchSamplesByParentId`, `getSamplesCountGroupBy` (→ `.samplesCount`),
`getMaterialSamplesGroupBy`, `getRequestedSamplesByUser`. **Target:** elastic sample queries + group-by aggregates. **Acceptance:** 1. each query/agg shape preserved. **Tests:** ☐ by-parent ☐ group-by ☐ requested-by-user."
Story,SPARK-SRCH-C04,SPARK-SRCH-C04 · Team search family (Elastic/ResourceType/ByProxyIds/WithTypeCheck),,Search → plm-elastic-search DGS migration,C,Medium,3,dgs-migration,search,query,SPARK-SRCH-A04,"**Covers:** `searchTeamsElastic`, `searchTeamsElasticResourceType`, `searchTeamsByProxyIds` (ACL),
`searchTeamsWithTypeCheck` (mvs/dps). **Acceptance:** 1. each query shape preserved. **Tests:** ☐ elastic ☐ type-check ☐ proxy."
Story,SPARK-SRCH-C05,SPARK-SRCH-C05 · Template search family (measurement/size/productDetails templates),,Search → plm-elastic-search DGS migration,C,Medium,3,dgs-migration,search,query,SPARK-SRCH-A04,"**Covers:** `searchMeasurementTemplates`, `searchSizeTemplates`, `searchProductDetailsTemplates`. **Acceptance:** 1. each returns its paged shape. **Tests:** ☐ each template."
Story,SPARK-SRCH-C06,SPARK-SRCH-C06 · Product search family (searchProductByField + product/template suggestions),,Search → plm-elastic-search DGS migration,C,Medium,3,dgs-migration,search,query,SPARK-SRCH-A04,"**Covers:** `searchProductByField` (field-weight body), `getProductSuggestions` (SMP-prefix → sample-suggestion
branch), `getProductSuggestionsV1`, `getTemplateSuggestions`. **Note:** `searchProducts` is **schema-drift** (no
resolver — see F01). **Acceptance:** 1. field-weight body preserved. 2. SMP-prefix branch. **Tests:** ☐ by-field ☐ SMP branch."
Story,SPARK-SRCH-C07,SPARK-SRCH-C07 · searchCombinations + searchPalettes,,Search → plm-elastic-search DGS migration,C,Low,2,dgs-migration,search,query,SPARK-SRCH-A04,"**Covers:** `searchCombinations`, `searchPalettes`. **Acceptance:** 1. paged results. **Tests:** ☐ combinations ☐ palettes."
Story,SPARK-SRCH-C08,SPARK-SRCH-C08 · searchWatchlist + searchClaimsByProxyIds + searchRfidLocations,,Search → plm-elastic-search DGS migration,C,Low,2,dgs-migration,search,query,SPARK-SRCH-A04,"**Covers:** `searchWatchlist`, `searchClaimsByProxyIds` (ACL), `searchRfidLocations`. **Acceptance:** 1. each paged result; proxy token on claims. **Tests:** ☐ watchlist ☐ claims-proxy ☐ rfid."
Story,SPARK-SRCH-C09,SPARK-SRCH-C09 · Suggestions family (searchSuggestions + ~10 specific *Suggestions),,Search → plm-elastic-search DGS migration,C,Medium,3,dgs-migration,search,query,SPARK-SRCH-A04,"**Covers:** `searchSuggestions(type)`, `searchRfidSuggestions`, `searchPointOfMeasureSuggestions`,
`searchCombinationSuggestions`, `searchPaletteSuggestions`, `searchMeasurementTemplatesSuggestions`,
`searchSizeTemplatesSuggestions`, `getProductDetailsTemplateSuggestions`. **Ownership to confirm (F01):**
`searchSPGSuggestions`/`searchUsersSuggestions`/`searchTeamsSuggestions` (no resolver in snapshot);
`searchWorkspaceSuggestions`/`searchWorkspaceProductsSuggestions` (resolved in workspace). **Current Behaviour:** thin elastic suggestion wrappers → `[Suggestion]`. **Acceptance:** 1. each wrapper returns suggestions; `searchSuggestions` honors `type`. **Tests:** ☐ generic+type ☐ each specific ☐ ownership confirmed."
Story,SPARK-SRCH-C10,SPARK-SRCH-C10 · Reports (getConnectedBOMs/getProductReport/getProductWorkspaceMetricsReportCount),,Search → plm-elastic-search DGS migration,C,Medium,3,dgs-migration,search,query,SPARK-SRCH-A04,"**Covers:** `getConnectedBOMs` (query via `getQueryForConnectedBOMSearch(filter)`), `getProductReport`,
`getProductWorkspaceMetricsReportCount`. **Acceptance:** 1. each report aggregate preserved. **Tests:** ☐ connected-boms ☐ product-report.

---

### Phase D — Mutations"
Story,SPARK-SRCH-D01,SPARK-SRCH-D01 · sendBulkCombinationUpdates,,Search → plm-elastic-search DGS migration,D,Low,2,dgs-migration,search,mutation,SPARK-SRCH-A04,"**Current Behaviour:** (own) `sendBulkCombinationUpdates(combinationUpdates)` → `{requestId}`. **Target:** `@DgsMutation → BulkCombination`. **Acceptance:** 1. returns request id. **Tests:** ☐ bulk update.

---

### Phase F — Federation & ownership"
Story,SPARK-SRCH-F01,SPARK-SRCH-F01 · Gateway composition + ownership reconciliation (drift/cross-file suggestions),,Search → plm-elastic-search DGS migration,F,Medium,3,dgs-migration,search,schema,SPARK-SRCH-A04,"**Target:** add `plm-elastic-search` to the supergraph; **reconcile drift/ownership**: `searchProducts`
(no resolver — delete or implement) vs `searchProductsES` (add to SDL or drop); decide owner for
`searchSPGSuggestions`/`searchUsersSuggestions`/`searchTeamsSuggestions` (no resolver) and
`searchWorkspaceSuggestions`/`searchWorkspaceProductsSuggestions` (resolved in workspace). Sequence the
read-hub cutover so dependents' `search` calls resolve. **Acceptance:** 1. supergraph composes. 2. each drift/cross-file op has an owner + decision. **Tests:** ☐ compose ☐ ownership matrix.

---

### Phase G — Result-type Field Resolvers & Tests"
Story,SPARK-SRCH-G01,SPARK-SRCH-G01 · SearchAttachment enrichment field resolvers,,Search → plm-elastic-search DGS migration,G,High,5,dgs-migration,search,field-resolver,"SPARK-SRCH-A02, SPARK-SRCH-A04","**Current Behaviour (~13 fields):** `createdBy`/`updatedBy` (🟡 user), `tags` (delegates Attachment),
`relatedProduct` (🟡 product, PID-prefix), `relatedWorkspace` (🟡 workspace, WRK-prefix),
`currentUserFileAccess` (accessControl), `renders`/`gallery`/`modelFile` (🟡 attachment, gated),
`productPacketProps`/`canOpenInShowDog`/`finalVirtualFile` (snake/camel coalesce). **Acceptance:** 1. each field resolves; prefix gates + coalesces preserved. **Tests:** ☐ relatedProduct/Workspace ☐ renders gate ☐ coalesce."
Story,SPARK-SRCH-G02,SPARK-SRCH-G02 · Material enrichment field resolvers (incl. colorLinks),,Search → plm-elastic-search DGS migration,G,High,5,dgs-migration,search,field-resolver,"SPARK-SRCH-A02, SPARK-SRCH-A04","**Current Behaviour (~18 fields):** `supplierName`/`businessPartners`/`droppedPartnerIds`/`teams` (🔵 vmm),
`permissions` (accessControl), `claims` (🔵 fabric), `tags` (🔵 tag), `attachments` (own elastic),
`createdBy` (🟡 user), `baseMaterial`/`referenceId`/`impressionIntent`/`is3D`/`trimSuppliers` (computed),
`colorLinks` (🔵 color, **12-prefix gate**). **Acceptance:** 1. each field resolves; colorLinks prefix table exact. **Tests:** ☐ supplier ☐ claims ☐ colorLinks gate ☐ computed."
Story,SPARK-SRCH-G03,SPARK-SRCH-G03 · SearchCombination + SearchPalette field resolvers,,Search → plm-elastic-search DGS migration,G,Medium,3,dgs-migration,search,field-resolver,SPARK-SRCH-A04,"**Current Behaviour:** brands (🔵 brand), business/dropped partners (🔵 vmm), department/division (🔵 ig),
designCycles/materialCategory/tags (🔵 tag), `fabricSpec` (🔵 fabric); palette: brands/tags/designCycles/departments/partners. **Acceptance:** 1. each resolves; empty → []. **Tests:** ☐ combination ☐ palette."
Story,SPARK-SRCH-G04,SPARK-SRCH-G04 · SearchWatchlist + SearchComponent field resolvers,,Search → plm-elastic-search DGS migration,G,Medium,3,dgs-migration,search,field-resolver,SPARK-SRCH-A04,"**Current Behaviour:** Watchlist: businessPartners (🔵 vmm), created/updatedBy (🟡 user), attachments (own),
workspaces (🟡 workspace), participantDetails (🔵 userGroup), product (🟡 product, PID); Component:
created/updatedBy (🟡 user), workspaces (🟡 workspace), materials (🟡 bom, BOM/PKGBOM/PRDBOM prefix). **Acceptance:** 1. each resolves; prefix gates preserved. **Tests:** ☐ watchlist ☐ component materials."
Story,SPARK-SRCH-G05,SPARK-SRCH-G05 · Access + report-group + paging field resolvers,,Search → plm-elastic-search DGS migration,G,Medium,3,dgs-migration,search,field-resolver,SPARK-SRCH-A04,"**Current Behaviour:** `SearchAttachmentAccess.bps` (union)/`partnerNamesMap` (🔵 vmm);
`ConnectedBOMGroup.groupBy` (🔵 ig division name)/`…GroupResult.designCycle` (🔵 tag);
`Requested_Evaluated_Samples_By_User.user` (🟡 user); `SearchProductDivision/DepartmentCount` (🔵 ig);
paged-type `paging`/`counts` (computed; `MaterialsPaged.counts` → `getCounts`). **Acceptance:** 1. each resolves. **Tests:** ☐ access ☐ report groups ☐ paging."
Story,SPARK-SRCH-G06,"SPARK-SRCH-G06 · Tests, parity harness, schema-conformance CI",,Search → plm-elastic-search DGS migration,G,High,5,dgs-migration,search,tests,"SPARK-SRCH-C01, SPARK-SRCH-C02, SPARK-SRCH-G01, SPARK-SRCH-G02","**Target:** ≥80% unit coverage; parity harness across the search families + enriched result types; **schema-
conformance CI** (every SDL type present, no stray placeholders); load test p95 for `searchAttachments`/
material/sample search. **Acceptance:** 1. unit ≥80%. 2. parity green. 3. schema-conformance passes. 4. load p95 parity. **Tests:** ☐ parity ☐ conformance ☐ load.

---

## 4. Risk Register
| Risk | Likelihood | Impact | Mitigation | Owner |
|------|-----------|--------|------------|-------|
| Type-surface breadth under-scoped (A02) | High | Medium | Expand all SDL types; conformance CI (G06) | Architect |
| Enrichment field resolvers fan-out (G01/G02) | Medium | Medium | DataLoader batching; cache platform lookups | Backend Eng |
| Ownership drift (searchProducts/ES, *Suggestions) (F01) | Medium | Medium | Reconcile before exposing | Architect |
| Read-hub cutover coordination | High | High | Migrate early or dual-run; sequence dependents | Tech Lead + Platform |

## 5. Summary
- **Stories:** 25 (A:4 · B:3 · C:10 · D:1 · F:1 · G:6) covering ~48 queries + 1 mutation (Phase-C grouped by family).
- **Critical path:** A01→A02/A04→C01/C02→G01/G02→G06.
- **Highest cost:** the type surface (A02) + enrichment field resolvers (G01/G02); not orchestration.
- **Read hub:** every product-family domain's `search` calls resolve against this subgraph — sequence the cutover.

---
**Phase Completed:** Phase 4 — Migration Stories · **Domain:** `search` · **Outputs:** 04-stories.md, 04-stories-index.yaml, 04-po-summary.md."
