Issue Type,Story ID,Summary,Epic Name,Epic Link,Phase,T-shirt size,Labels,Labels,Labels,Parent Link,Depends On,External Dependency,Status,Description
Story,BOM-BE-F-01,(BOM) Implement Product.productBoms / boms / packagingBoms (internal) [BOM-BE-F-01],,Federate BreakDown Product,F,M,dgs-migration,bom,field-resolver,,,,To Do,"*Acceptance Criteria:*
1. `Product.productBoms/boms/packagingBoms` resolve via `bomService` internally
2. the equivalent product-side resolvers are removed
3. `boms(types)` filters by bom type
4. no gateway hop
5. Field resolver uses a `MappedBatchLoader<String, List<SPARK_Bom>>` (`bomsByProductIdLoader`) — when the parent query returns N products, boms are resolved in 1 batched call (not N)

*Full story:* be-04-stories.md#BOM-BE-F-01"
Story,BOM-BE-F-02,(BOM) Fill ResourcesCount.bomsCount (internal) [BOM-BE-F-02],,Federate BreakDown Product,F,XS,dgs-migration,bom,field-resolver,,,,To Do,"*Acceptance Criteria:*
1. `bomsCount` resolves internally on `ResourcesCount`
2. count matches current elastic semantics
3. no gateway hop for this field

*Full story:* be-04-stories.md#BOM-BE-F-02"
Story,BOM-BE-G-01,(BOM) Bom field resolvers (9 shared fields) [BOM-BE-G-01],,Federate BreakDown Product,G,M,dgs-migration,bom,field-resolver,,,"teams, user-profile, vmm, workspaceV2",To Do,"*Acceptance Criteria:*
1. All 9 fields resolve on `Bom` from one impl
2. `product` null when `parentId` not `PID*` (defensive guard; in practice always `PID*`, per the confirmed decision)
3. Sibling fields emit correct `@key`s for federation
4. No ACL plumbing introduced

*Full story:* be-04-stories.md#BOM-BE-G-01"
Story,BOM-BE-G-03,(BOM) BomMaterial field resolvers (8 fields) [BOM-BE-G-03],,Federate BreakDown Product,G,M,dgs-migration,bom,field-resolver,,,"materialHub, tag",To Do,"*Acceptance Criteria:*
1. `genericMaterialType` returns hub value when `relatedMaterialType` differs from local, else local
2. `origins`/`certifications` filtered to known codes and enriched to `{code,description}`
3. `weight` uses UoM fallback code 23 (grams)
4. Hub fetched once per material

*Full story:* be-04-stories.md#BOM-BE-G-03"
Story,BOM-BE-G-04,(BOM) BomPackagingMaterial field resolvers (2 fields) [BOM-BE-G-04],,Federate BreakDown Product,G,XS,dgs-migration,bom,field-resolver,,,,To Do,"*Acceptance Criteria:*
1. `impressionDetails` = parent impressions
2. `countryOfOrigin` resolves from `countryOfOriginIds` (empty → `[]`)

*Full story:* be-04-stories.md#BOM-BE-G-04"
Story,BOM-BE-G-05,(BOM) BomFabricMaterial field resolvers (4 fields) [BOM-BE-G-05],,Federate BreakDown Product,G,XS,dgs-migration,bom,field-resolver,,,,To Do,"*Acceptance Criteria:*
1. Returns the matched fabricSpecCombo or `{id}`
2. `weight`/`countryOfOrigin` as G-03

*Full story:* be-04-stories.md#BOM-BE-G-05"
Story,BOM-BE-G-06,(BOM) BomFabricSpecMaterial field resolvers (4 fields) [BOM-BE-G-06],,Federate BreakDown Product,G,XS,dgs-migration,bom,field-resolver,,,,To Do,"*Acceptance Criteria:*
1. Returns fabric spec or `{id}`
2. weight/countryOfOrigin as G-03

*Full story:* be-04-stories.md#BOM-BE-G-06"
Story,BOM-BE-G-07,(BOM) BomCombinationMaterial field resolvers (4 fields) [BOM-BE-G-07],,Federate BreakDown Product,G,XS,dgs-migration,bom,field-resolver,,,,To Do,"*Acceptance Criteria:*
1. Returns combination or `{id}`
2. weight/countryOfOrigin as G-03

*Full story:* be-04-stories.md#BOM-BE-G-07"
Story,BOM-BE-G-08,(BOM) BomTrimMaterial field resolvers (7 fields) — trim size dispatchers [BOM-BE-G-08],,Federate BreakDown Product,G,L,dgs-migration,bom,field-resolver,,,"location, trim",To Do,"*Acceptance Criteria:*
1. `sizeValue` matches `getTrimSizeValue` for all 15 trim types (parity table) incl. THREAD/LABEL subtype branches
2. `sizeCaption` returns the correct `{edit,view}` per type incl. compatible-size and finished-size cases
3. `materialLibraryUom` matches via string-coerced code
4. `facilityName` returns the pre-set value if present, else the resolved VMM facility name
5. Trim is fetched once per material (one REST call)

*Test Cases:*
* [ ] Unit: 15 trim-type `sizeValue` cases
* [ ] Unit: caption edit/view per type
* [ ] Unit: UoM string coercion
* [ ] Unit: facilityName pre-set vs resolved
* [ ] Unit: single trim fetch
* [ ] Parity: recorded trim fixtures

*Full story:* be-04-stories.md#BOM-BE-G-08

*Complex — broken into sub-tasks:* G-08-1 dispatcher scaffold + type resolution · G-08-2 7 TrimMaterial field resolvers"
Story,BOM-BE-G-09,(BOM) BomWashMaterial field resolvers (4 fields) [BOM-BE-G-09],,Federate BreakDown Product,G,XS,dgs-migration,bom,field-resolver,,,,To Do,"*Acceptance Criteria:*
1. Returns wash or `{id}`
2. weight/countryOfOrigin as G-03

*Full story:* be-04-stories.md#BOM-BE-G-09"
Story,BOM-BE-G-10,(BOM) Impression library-resource resolution (shared internal/external branch + MaterialDataLoader) [BOM-BE-G-10],,Federate BreakDown Product,G,L,dgs-migration,bom,field-resolver,,,,To Do,"*Acceptance Criteria:*
1. Internal path resolves `libraryResource` via material-by-id; external path via proxy-id search
2. `bomIds` come from DGS local context, not field args (the fragile `args.ids` contract is removed)
3. Missing `libraryResource.id` → null
4. 5 color fields resolve via batched material loader
5. `G-11`/`G-12`/`G-13` call this shared service rather than re-implementing the branch

*Test Cases:*
* [ ] Unit: internal branch
* [ ] Unit: external branch (proxyIds)
* [ ] Unit: null id
* [ ] Unit: color batch
* [ ] Parity: internal vs external

*Full story:* be-04-stories.md#BOM-BE-G-10"
Story,BOM-BE-G-11,(BOM) BomFabricLibraryImpressionDetails.libraryResource [BOM-BE-G-11],,Federate BreakDown Product,G,M,dgs-migration,bom,field-resolver,,G-10,,To Do,"*Acceptance Criteria:*
1. Same behaviour as `G-10`'s `libraryResource` for this type
2. Uses local-context `bomIds`

*Full story:* be-04-stories.md#BOM-BE-G-11"
Story,BOM-BE-G-12,(BOM) BomTrimLibraryImpressionDetails field resolvers (3 fields) [BOM-BE-G-12],,Federate BreakDown Product,G,M,dgs-migration,bom,field-resolver,,G-10,search,To Do,"*Acceptance Criteria:*
1. `libraryResource` behaves as `G-10`
2. `groundColor`/`textColor` resolve via material loader

*Full story:* be-04-stories.md#BOM-BE-G-12"
Story,BOM-BE-G-13,(BOM) BomTrimZipperLibraryImpressionDetails field resolvers (3 colors) [BOM-BE-G-13],,Federate BreakDown Product,G,XS,dgs-migration,bom,field-resolver,,G-10,search,To Do,"*Acceptance Criteria:*
1. Three color fields resolve by id
2. Missing id → null

*Full story:* be-04-stories.md#BOM-BE-G-13"
Story,BOM-BE-G-14,(BOM) Trivial pass-through fields (bundle) [BOM-BE-G-14],,Federate BreakDown Product,G,XS,dgs-migration,bom,field-resolver,,,,To Do,"*Acceptance Criteria:*
1. `BomMaterialType.id` = `code_description`
2. `impressionDetails` maps from `impressions`
3. `libraryResourceId` from nested id
4. No EXT calls

*Full story:* be-04-stories.md#BOM-BE-G-14"
Story,BOM-BE-G-15,(BOM) BomMaterialSearchResult field resolvers (5 fields) [BOM-BE-G-15],,Federate BreakDown Product,G,M,dgs-migration,bom,field-resolver,,C-02,"fabric, search",To Do,"*Acceptance Criteria:*
1. `description`/`status` handle both shapes
2. `fabricSpec`/`fabric`/`fabricId` gated by `type`
3. `relatedMaterials` buckets `intentLineIds` correctly
4. `proxyIds` not mutated (copy used)

*Full story:* be-04-stories.md#BOM-BE-G-15"
Story,BOM-BE-G-17,"(BOM) supplier entity references on material rows (recommended, PO-gated) [BOM-BE-G-17]",,Federate BreakDown Product,G,M,dgs-migration,bom,field-resolver,,G-01,,Recommended (PO-gated — federation-review/03 §2 REC-1; answer OQ-3 snapshot-semantics first),"*Acceptance Criteria:*
1. PO approval recorded (OQ-5) and OQ-3 answered before implementation starts
2. `supplier` present on the interface + all 7 impls
3. `supplierId`/`supplierName` continue to return unchanged values (parity)
4. Stub emission only — no direct VMM calls from the BOM subgraph

*Full story:* be-04-stories.md#BOM-BE-G-17"
